FAA Manufacturer,FAA Model,Remap,Type
,,,H269
"Hughes,Hughes Helicopters Inc,Md Helicopters Inc ","369,369F,369D,369E,369HS,369A,369B,369C,369A (OH-6A",H500,H500
"Hughes,Hughes Helicopters Inc",500,H500,H500
"Hughes,Hughes Helicopters Inc",500D,H500,H500
"Hughes,Hughes Helicopters Inc",530F,H500,H500
,,,H500
,,,H500
,,,H64
,,,H64
,,,H500
,,,H500
,,,H269
,,,H64
,,,H500
,,,H500
,,,H500
,,,H500
,,,H500
,,,H269
,,,H269
,,,H269
,,,H269
,,,H64
,,,H269
,,,H269
,,,TTRS
,,,MOTO
,,,HUML
,,,JPRO
,,,PPRO
,,,PEMB
,,,JPRO
,,,PEMB
,,,PPRO
,,,JPRO
,,,PPRO
,,,PEMB
,,,JPRO
,,,PEMB
,,,PPRO
,,,HD34
,,,EXEC
,,,CE22
,,,CE22
,,,CE25
,,,CICA
,,,CE22
,,,CE22
,,,CICA
,,,BRB2
,,,BK17
,,,ARVA
,,,ARVA
,,,ARVA
,,,ARVA
,,,B703
,,,JCOM
,,,WW23
,,,WW24
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","1124,1124A,WW24",WW24,WW24
,,,WW24
,,,WW24
,,,ASTR
,,,ASTR
,,,GALX
,,,GALX
,,,ARVA
,,,ASTR
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","ASTRA SPX,1125 WESTWIND ASTRA",ASTR,ASTR
,,,FOUG
,,,FOUG
,,,JCOM
,,,MIRA
,,,F4
,,,F4
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","GALAXY,GULFSTREAM 100",GALX,GALX
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd",ASTR,ASTR,ASTR
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","GULFSTREAM G150,G150",G150,G150
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","GALX,G200,GULFSTREAM 200",GALX,GALX
,,,KFIR
,,,F4
,,,FOUG
,,,B703
,,,F4
,,,S2T
,,,WW24
,,,S2T
,,,FOUG
,,,WW24
,,,WW24
,,,WW23
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd",WW1124A,WW24,WW24
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd","GULFSTREAM G280,G280",G280,G280
"Israel Aircraft Industries,Iai Ltd,Israel Aerospace Industriesltd,Israel Aerospace Ind Ltd,Iai,Israel Aircraft Industries Ltd",GULFSTREAM G250,G250,G250
,,,I66
,,,I66
,,,IR46
,,,PUMA
,,,IS28
,,,IR46
,,,PUMA
,,,A270
,,,A270
,,,GMGC
,,,URRA
,,,URRA
,,,MAGC
,,,IR25
,,,IR22
,,,IR27
,,,I828
,,,IR31
,,,IS28
,,,IR28
,,,K126
,,,IR31
,,,PUMA
,,,IR25
,,,ALO3
,,,IR27
,,,IR28
,,,ALO3
,,,PUMA
,,,IR21
,,,IR22
Iar Sa Brasov,IAR 823,IR23,IR23
,,,IR24
Icon Aircraft Inc,A5,A5,A5
,,,VNTR
,,,SVNH
Icp Srl,SAVANNAH S,SVNH,SVNH
,,,SA2
,,,SA2
,,,SA2
,,,SA2
,,,HPTR
,,,GENI
Iniziative Industriali Italian,SKY ARROW 600 SPORT,SKAR,SKAR
,,,SPAR
,,,AI10
,,,AI10
,,,C42
,,,C42
,,,C42
,,,A50
,,,A50
,,,IL18
,,,IL76
,,,IL14
,,,IL18
,,,IL18
,,,IL18
,,,IL18
,,,IL18
,,,IL28
,,,IL38
,,,IL62
Ilyushin,IL76,IL76,IL76
,,,IL76
,,,IL76
,,,IL76
,,,IL86
,,,IL86
,,,IL96
,,,I103
,,,I114
,,,IL18
,,,A9
,,,CLB1
,,,S2T
,,,S2T
,,,S2T
,,,IMPU
,,,IMPU
,,,IMPU
,,,C101
,,,C101
,,,C101
,,,P28B
,,,C101
,,,P28B
,,,PILL
,,,PILL
,,,C101
,,,AVID
,,,AVID
,,,AVID
,,,AVID
,,,JB1
,,,JB1
,,,T211
,,,T211
,,,T211
,,,T211
Indus Aviation Inc,T-211 THORPEDO,T211,T211
,,,T211
,,,GSIS
,,,GSIS
,,,SQES
,,,FX1
,,,INCQ
,,,INEC
,,,INEX
,,,I22
,,,I23
,,,I22
,,,IS2
,,,I23
,,,B14C
,,,B14C
,,,B14C
,,,B14C
,,,B14C
,,,B14C
,,,SL90
,,,I3
,,,COMU
,,,COMU
,,,SBOY
,,,S1
,,,S1
,,,S1
,,,S1
,,,S1
Interstate,"S-1A-90F,S-1A-65F",S1,S1
,,,GM17
,,,GM17
,,,ION
,,,IP26
,,,IP26
,,,IP06
,,,CP10
,,,IP06
,,,IP6A
,,,IP10
,,,SURU
,,,SURU
,,,S274
,,,TZRV
,,,TZRV
,,,F5SA
,,,F5SA
,,,MC23
,,,A002
,,,BN2P
,,,BN2P
,,,BN2P
,,,IFUR
,,,ISPT
,,,OMGA
,,,ARV1
,,,ARV1
,,,ST50
,,,APM2
,,,APM2
,,,APM3
,,,APM2
,,,APM3
,,,APM2
,,,PK20
,,,PK20
,,,APM4
,,,APM4
,,,EZIK
,,,JAJ6
,,,JAJ6
,,,JAB2
,,,JAB2
,,,JAB4
*,"J230-SP,J230-D,J230-A,J230-B,J230-C",JAB4,JAB4
*,J250-SP,JAB4,JAB4
,,,JAB4
,,,JAB4
,,,JAB4
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JABI
,,,JARO
,,,JAG2
,,,FU24
,,,JAJ5
,,,JAJ5
,,,WICH
,,,BARC
,,,BE9L
,,,P46T
,,,ATP
,,,JS32
,,,JS41
,,,JS1
,,,JS41
,,,JS20
,,,JS32
,,,JS20
,,,JS20
,,,A109
,,,A109
,,,KP2
,,,KP5
,,,KP2
,,,KP5
,,,GP1
,,,KP2
,,,KP2
,,,KP5
,,,KP5
,,,KP2
,,,KP2
,,,KP5
,,,KP5
,,,D140
,,,D11
,,,D18
,,,D18
,,,D18
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D11
,,,D140
,,,D140
,,,D150
,,,D150
,,,D140
,,,R185
,,,PA36
Jonker Sailplanes (pty) Ltd,"JS3,JS1-C",TS1J,TS1J
,,,TS1J
,,,CH80
,,,CH80
,,,CH2T
,,,CH80
,,,CH80
,,,CH2T
,,,JU52
,,,F13
,,,KAK3
,,,RJ03
,,,RJ03
,,,MJ8
,,,MJ53
,,,MJ55
,,,MJ3
,,,MJ80
,,,MJ7
,,,MJ77
,,,MJ90
,,,MJ2
,,,MJ3
,,,MJ4
,,,MJ5
,,,MJ7
,,,MJ8
,,,MJ9
,,,MJ10
,,,MJ12
,,,MJ2
,,,MJ2
,,,MJ53
,,,MJ55
*,MJ77 MUSTANG,MJ77,MJ77
,,,MJ80
,,,MJ90
,,,MJ1H
,,,MJ12
,,,MJ4
,,,MJ5
,,,MJ10
,,,MJ1H
,,,MJ2
,,,ESCP
"Just Aircraft Llc,Just","HIGHLANDER,JA35 SUPERSTOL STRET,JA30 SUPERSTOL,HIGH",FOX,HIGH
*,CAVALIER SA102.5,SA02,SA02
,,,SA03
,,,SA04
,,,SA02
,,,SA03
,,,SA04
,,,SA05
,,,SA05
,,,BU81
,,,BU81
,,,BU81
,,,BU81
,,,MGIC
,,,RK5
,,,H43A
,,,H43A
,,,H43B
,,,H43B
,,,H43A
,,,H43A
,,,H43B
,,,H2
,,,H43A
,,,H43B
,,,H43B
,,,H2
"Kaman Aerospace Corp,Kaman","K-1200,KMAX",KMAX,KMAX
,,,KMAX
,,,H43A
,,,H2
,,,H2
,,,H2
,,,H2
,,,H43A
,,,37043
,,,37408
,,,37043
,,,37408
,,,KA52
,,,KA50
,,,KA50
,,,KA25
,,,KA26
,,,KA27
,,,KA27
,,,KA27
,,,KA27
,,,KA27
,,,KA50
,,,KA50
,,,KA50
,,,KA52
,,,KA62
,,,KA62
,,,K126
,,,K226
,,,KA62
,,,K226
,,,KA50
,,,KA27
,,,KA27
,,,A748
,,,KP2
,,,KP2
,,,KAFI
,,,KATB
,,,KK60
,,,KK60
,,,B47G
,,,H500
,,,H500
,,,C1
,,,H47
,,,H47
,,,P3
,,,H46
,,,KH4
,,,EH10
,,,H46
,,,OH1
,,,H500
,,,P3
,,,P3
,,,T4
,,,T33
,,,H269
,,,P3
,,,KC2
,,,P1
,,,P1
,,,EH10
,,,EH10
,,,KC2
,,,C1
,,,ANST
,,,A2RT
Keleher Lark,JK1-B,KELA,KELA
,,,KELD
Kelowna,CVLT,CVLT,CVLT
,,,K250
,,,KEHA
,,,KEHA
,,,BUCA
,,,SAB2
,,,ZEP2
"Keystone Helicopter Corp,Keystone Helicopter",S-76C,S76,S76
,,,T411
,,,T415
,,,T411
,,,T411
,,,T415
,,,T411
,,,KAT3
,,,T419
,,,T419
,,,KAK1
,,,KAK3
,,,DSK
,,,DSK
,,,DSK
,,,DSK
,,,R109
,,,PTMS
,,,MCUL
,,,R109
,,,PTMS
,,,PTMS
,,,PTMS
,,,PTMS
,,,PTMS
,,,PTMS
,,,BTUB
,,,MOGO
,,,ANGL
,,,ANGL
*,"KITFOX,KITFOX III,KITFOX IV,KITFOX SUPER SPORT,KIT FOX III,S7 SUPER SPORT,KITFOX LIGHT SPORT,KITFOX SER 7,KITFOX IV-1200,WEBFOX,KITFOX 4-1200,KITFOX 2,KITFOX SPEEDSTER",FOX,FOX
,,,KFAB
,,,KFAB
,,,KFAS
,,,KL35
,,,KL07
,,,KL25
Jmb Aircraft S R O,"VL-3TE-1,VL-3TE3-915",VL3,VL3
,,,VL3
,,,VL3
,,,SQ2T
,,,KLBR
,,,KOLL
,,,PELI
,,,FLSS
,,,KT1
,,,K50
,,,K50
,,,SURN
,,,K50
,,,B105
,,,F16
,,,F16
,,,K50
,,,KT1
,,,KT1
,,,KT1
,,,B427
,,,K50
,,,KT1
,,,KT1
,,,KT1
,,,H500
,,,H500
,,,H500
,,,H500
,,,H60
,,,H500
,,,CHGO
,,,F5
,,,CHGO
,,,H500
,,,F5
,,,F5
,,,F5
,,,H60
,,,DOCX
,,,DOCX
,,,K51
,,,K51
,,,KR34
,,,KR31
,,,KR31
,,,KR21
,,,KR21
,,,KR34
,,,M2
,,,M2
,,,CUCA
,,,LCB
,,,LCB
,,,LCB
,,,LCR
,,,LCR
,,,LK17
,,,LK19
,,,LK20
,,,LA4
"Aerofab Inc,Consolidated Aeronautics Inc.,Lake",LA-4-200,LA4,LA4
"Aerofab Inc,Consolidated Aeronautics Inc.,Lake","LAKE LA-4-200,LAKE LA-4",LA4,LA4
,,,LA4
,,,LA25
"Aerofab Inc,Consolidated Aeronautics Inc.,Lake","LAKE 250,LAKE LA-250",LA25,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,HL2
,,,M106
,,,M212
,,,M106
,,,M212
,,,M108
,,,M108
,,,JUPI
Lancair,COL3,COL3,COL3
,,,COL3
Lancair,COL4,COL4,COL4
*,"LANCAIR IV P,LANCAIR IV,LANCAIR IV-P,LANCAIR IVP,PARMLEY LANCAIR 4P,IV-P-T,LANCAIR LNC4P,LANCAIR IV/IV FAST,LANCAIR IVP TURBO PR,LNC4,PRESSURIZED LANCR IV,LANCAIR IV LIV",LNC4,LNC4
,,,LNC2
*,"LANCAIR 235,LANCAIR 0-235,LANCAIR235/290,LANCAIR 235/290",LNC2,LNC2
*,"LC 320,LANCAIR 320,LNC2,LANCAIR 320/235",LNC2,LNC2
*,"360,LANCAIR 320/360,LANCAIR 360,LANCAIR 0-360,LANCAIR 360 MK III",LNC2,LNC2
*,"LANCAIR ES/ES FAST,LANCAIR ES",LNCE,LNCE
"Lancair,Lancair Intl Inc,Ivpt Inc","LANCAIR PROPJET,LNP4,IV-PT PROPJET",LNP4,LNP4
*,"ES-P,SUPER ES,LANCAIR SUPER ES",LNCE,LNCE
*,LC-40-550FG,COL3,COL3
*,LC41-550FG,COL4,COL4
*,LC42-550FG,COL3,COL3
,,,LNT4
,,,TGRS
,,,SNGY
,,,SNGY
,,,SNGY
*,"LANCAIR EVOLUTION,EVOLUTION,REVO,LANCAIR,EVOT",EVOT,EVOP
*,"AJET,",AJET,EVOT
,,,LESP
,,,MAKO
*,"LANCAIR LEGACY 2000,LEGACY,LEGACY FG,LANCAIR LEGACY,LANCAIR LEGACY FG,LEG2",LEG2,LEG2
,,,EP9
,,,EP9
,,,LAE1
,,,DLH2
,,,DLH2
,,,LAE1
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,LA25
,,,SP20
,,,LAKR
,,,LACO
,,,LACO
,,,F8L
,,,F8L
,,,PA25
,,,PA25
,,,LV51
,,,LV51
,,,LV51
,,,LV51
,,,L18
"Learjet Inc,Learjet,Lear Jet","23,LJ23",LJ23,LJ23
"Learjet Inc,Learjet,Lear Jet","24,LJ24",LJ24,LJ24
"Learjet Inc,Learjet,Lear Jet","25,LJ25",LJ25,LJ25
"Learjet Inc,Learjet,Lear Jet","31,31A,LJ31",LJ31,LJ31
"Learjet Inc,Learjet,Lear Jet","35,35A,LJ35",LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet","36,LJ36",LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet","40,LJ40",LJ40,LJ40
"Learjet Inc,Learjet,Lear Jet","45,LJ45",LJ45,LJ45
"Learjet Inc,Learjet,Lear Jet","55,LJ55",LJ55,LJ55
"Learjet Inc,Learjet,Lear Jet","60,LJ60,60 XR",LJ60,LJ60
"Learjet Inc,Learjet,Lear Jet",C-21,LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet",RC-35,LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet",U-36,LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet",UC-36,LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet",VU-35,LJ35,LJ35
"Learjet Inc,Learjet,Lear Jet",VU-55,LJ55,LJ55
"Learjet Inc,Learjet,Lear Jet","70,LJ70",LJ70,LJ70
"Learjet Inc,Learjet,Lear Jet","75,LJ75",LJ75,LJ75
"Learjet Inc,Learjet,Lear Jet","85,LJ85",LJ85,LJ85
"Learjet Inc,Learjet,Lear Jet",75 Liberty,LJ75,LJ75
"Learjet Inc,Learjet,Lear Jet",Liberty,LJ75,LJ75
,,,CNUK
,,,CNUK
,,,L380
,,,L380
,,,TLEG
,,,ME62
,,,CHIP
,,,A139
,,,A189
,,,FLCO
,,,LYNX
,,,LYNX
,,,LYNX
,,,LYNX
,,,H47
,,,H47
,,,A109
,,,A109
,,,A109
,,,EH10
,,,EH10
,,,EH10
,,,A119
,,,A119
,,,A149
Leonardo Spa,AW169,A169,A169
,,,M345
,,,M345
,,,FLCO
,,,AE45
Let,L-23 SUPER BLANIK,L13M,L13M
,,,YK11
,,,Z37P
,,,L13M
,,,L200
Let,L410,L410,L410
,,,L410
,,,L610
,,,L200
,,,Z37P
,,,AE45
,,,L410
,,,Z37P
,,,Z37P
,,,Z37P
,,,Z37P
,,,Z37P
*,AIR CAM,ACAM,ACAM
,,,ACAM
,,,LH10
,,,LH10
,,,LIBE
Liberty Aerospace Incorporated,"LIBERTY XL-2,XL-2",XL2,XL2
,,,ALO3
,,,ALO3
,,,AVAM
,,,AVID
,,,LM5X
,,,LM5X
,,,AC4
,,,LBUG
,,,LX32
,,,LX34
,,,LX32
,,,LX34
,,,LX32
,,,LX32
,,,LX32
,,,PZ01
,,,PZ04
,,,PZ01
,,,AKOY
Lisunov,DC3,DC3,DC3
,,,RPUP
,,,RPUP
,,,RPUP
,,,IA63
,,,IA63
,,,IA63
,,,LR2T
,,,C130
,,,P3
,,,P3
,,,T33
,,,P3
,,,C130
,,,L37
Lockheed,L12,L12,L12
,,,L18
,,,L18
,,,L18
,,,L18
Lockheed,"C-121,C-121A",CONI,CONI
,,,C130
Lockheed,C-130A,C130,C130
,,,C130
Lockheed,C130E,C130,C130
,,,C130
Lockheed,C-130H,C130,C130
,,,C130
,,,C141
,,,C130
,,,CONI
,,,P3
,,,P3
,,,C130
Lockheed,EC-121,CONI,CONI
Lockheed,EC130Q,C130,C130
,,,C130
,,,C130
,,,C130
,,,C130
,,,C130
Lockheed,"ELECTRA 10-A,ELECTRA 10-E",L10,L10
,,,L188
,,,L12
,,,P3
Lockheed,ER-2,U2,U2
Lockheed,F-5G,P38,P38
,,,F16
Lockheed,"CF104D,CF-104G,F-104A,F104B,F-104S ASA-M",F104,F104
,,,F117
,,,F16
,,,L37
Lockheed,HC130H,C130,C130
,,,C130
,,,L14
,,,C130
,,,L29B
,,,L29A
,,,L29A
,,,L29B
,,,L12
,,,C130
,,,C130
,,,C130
,,,C130
,,,C130
,,,C130
,,,C130
,,,L10
Lockheed,12A,L12,L12
Lockheed,14-H,L14,L14
,,,L14
,,,L37
Lockheed,"18,18-07,18-50,18-56",L18,L18
Lockheed,"1649A-98,49-46",CONI,CONI
Lockheed,"L100-30,L-382G,L-382G-44K-30",C130,C130
,,,L37
,,,P3
Lockheed,"188A,188C",L188,L188
,,,P38
,,,L37
Lockheed,285D,P3,P3
,,,C141
,,,P38
,,,S3
,,,P38
,,,P2
,,,T33
,,,T33
,,,F104
,,,F104
,,,P3
,,,P2
Lockheed,749-79,CONI,CONI
,,,P3
,,,P2
Lockheed,"L-1011-385-1,L-1011-385-1-15,L-1011-385-3",L101,L101
Lockheed,1049H-82,CONI,CONI
Lockheed,"1329,1329-23E,1329-25 JETSTAR II",L29B,L29B
,,,L29A
,,,L29A
Lockheed,1329-23D,L29B,L29B
,,,LA60
,,,C130
,,,P38
,,,L18
,,,C130
,,,C130
,,,P2
,,,F117
,,,P3
,,,T33
,,,P3
Lockheed,SP-2H,P2,P2
,,,P2
Lockheed,"P-3A,P3B",P3,P3
Lockheed,"P38F,P38F-5,P-38J,P-38L,P-38L-5,P-38L-5LO",P38,P38
Lockheed,PV-1,L37,L37
Lockheed,"P2V-5,P2V-5F,P2V-7,PV-2",L37,L37
,,,L18
,,,CONI
,,,CONI
,,,C130
,,,F104
,,,P3
,,,T33
Lockheed,S3B,S3,S3
,,,C130
Lockheed,F-80-C-10,T33,T33
,,,P2
,,,C130
,,,F104
,,,C141
,,,CONI
,,,L14
Lockheed,"T-33,T-33A,T-33A-1-LO,T33",T33,T33
,,,T33
,,,T33
,,,C130
Lockheed,"TF-104G,TF-104G-M",F104,F104
,,,P3
,,,C130
,,,L101
Lockheed,U2,U2,U2
,,,P3
,,,CONI
,,,C130
,,,L37
,,,S3
,,,P3
,,,CONI
,,,C130
,,,C130
Lockheed,WP-3D,P3,P3
,,,CONI
,,,L10
,,,L18
,,,F117
Lockheed,"Q-STAR,YO-3A",O3,O3
,,,C5M
Lockheed,"C5M,C5",C5M,C5M
,,,C130
,,,C130
Lockheed,"382G,382G-44K-30",C130,C130
,,,C130
,,,C130
"Lockheed Martin,Lockheed Martin Corp","C30J,382J",C30J,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,C30J
,,,F35
,,,VF35
,,,F35
,,,F35
,,,VF35
,,,X55
,,,C130
,,,F16
,,,F16
,,,F16
,,,F16
,,,F22
,,,F16
"Lockheed Martin,Lockheed Martin Corp",P3,P3,P3
,,,F22
,,,C130
,,,P3
,,,P3
,,,F22
,,,F16
,,,LA60
,,,LA60
Lockwood Aircraft Corp,AIRCAM,ACAM,ACAM
,,,SPEL
,,,LM5
,,,FL3
,,,ROND
,,,FL3
,,,LM5
,,,LM7
,,,ROND
,,,MIMU
,,,MIMU
,,,L13
,,,L13
,,,LP1
,,,LP1
,,,SF25
,,,SF25
Lot,AS50,AS50,AS50
,,,AS50
,,,LOVE
,,,LOVE
Lsa America Inc,ALLEGRO,ALGR,ALGR
,,,A7
,,,A7
,,,A7
,,,F8
,,,A7
,,,LUL5
,,,LUL6
,,,LUL7
,,,LUL8
,,,SILH
,,,SILH
,,,GRAF
Luscombe,"8E,8F,8A,8D",L8,L8
,,,L8
,,,L8
,,,L8
,,,L11
,,,L8
,,,L8
,,,L8
,,,L11
,,,L8
,,,L8
,,,L8
,,,L11E
,,,L11E
,,,L11E
,,,L8
,,,L8
,,,MAJR
,,,MAJR
,,,DELF
,,,AV68
,,,AV68
,,,MAME
,,,LA60
,,,M308
,,,M326
,,,S21
*,AEST,AEST,AEST
,,,MSQ2
,,,MMAX
,,,MM14
Magni Gyro Srl,MAGNI M-16,MM16,MM16
,,,MM19
,,,MM21
,,,MM22
,,,MM14
,,,MM19
,,,MM16
,,,MM22
Magni Gyro Srl,M24 ORION,MM24,MM24
,,,MM24
Magnus Aircraft Inc,FUSION 212,FUSI,FUSI
,,,FUSI
,,,EFUS
,,,EFUS
,,,CB1
,,,JUNR
,,,JUNR
,,,MF10
,,,MF10
,,,SL90
,,,MG29
,,,MG31
,,,MG29
,,,MGAT
,,,SL39
,,,MMUT
,,,MMUT
,,,MMUT
,,,RA14
,,,RA14
,,,RA17
,,,GY20
,,,BM6
,,,BM6
,,,RA14
,,,RA14
,,,JAJ5
,,,JAJ5
,,,EM10
,,,EM10
,,,EM11
,,,EM11
,,,JPM1
,,,JPM1
,,,JPM1
,,,JPM1
,,,MA5
,,,MA5
,,,DV1
,,,G64T
Marsh Aviation,S-2F3AT,S2T,S2T
,,,G64T
,,,SS2T
,,,S2T
,,,MARS
,,,B26M
,,,WB57
,,,M404
,,,B26M
,,,MARS
,,,B26M
,,,MARS
General Dynamics,WB-57F,WB57,WB57
,,,M36J
,,,M36J
,,,M4
Maule,BEE DEE M-4-210,M4,M4
Maule,M7,M7,M7
,,,M4
,,,M5
Maule,"M-4-210C, BEE DEE M-4-210,M-4-180V,M-4-220C,M-4",M4,M4
,,,M4
,,,M4
,,,M4
,,,M4
,,,M4
,,,M4
Maule,"M-5-180C,M-5-210C,M-5-235C",,M5
,,,M5
,,,M5
,,,M5
Maule,M-6-235,M6,M6
,,,M7
Maule,"M-7-235,M-7-235C,M-7-235B",M7,M7
Maule,M-7-260,M7,M7
Maule,M-7-260C,M7,M7
Maule,"M-7-420,M-7-420AC",M7T,M7T
,,,M7T
,,,M8
,,,M9
,,,M7
Maule,MT-7-235,M7,M7
Maule,MT-7-260,M7,M7
,,,M7T
Maule,MX-7-160,M7,M7
Maule,"MX-7-180B,MX-7-180A,MXT-7-180A,MX-7-180C",M7,M7
,,,M7
,,,M7
,,,M7
Maule,MX-7-235,M7,M7
,,,M7T
,,,M7
Maule,MXT-7-180,M7,M7
,,,M7
,,,M7
,,,M7T
,,,M7
,,,M5
,,,M4
,,,M4
,,,M7
,,,M7
,,,M7T
,,,M7
,,,M4
,,,M5
,,,M6
,,,M7
,,,ROSE
,,,TJET
,,,TJET
,,,TJET
,,,TJET
,,,BROU
,,,N260
Avions Max Holste,MH 1521 BROUSSARD,BROU,BROU
,,,N260
,,,S223
,,,B105
,,,B105
,,,B209
,,,S223
,,,HF20
,,,HF20
,,,B105
,,,B209
,,,TOR
,,,B105
"Messerschmitt Bolkow Blohm,Messerschmitt-bolkow-blohm,Messerschmitt","MK117 B-1,BK 117 B-2,MBB-BK 117 B-2,BK 117 B-1",BK17,BK17
,,,MMAC
,,,F4
,,,F4
,,,F4
,,,F4
,,,F4
Mcdonnell Douglas,A4N,A4,A4
,,,H500
,,,MD52
"Mcdonnell Douglas,Mcdonnell Douglas Helicopter","AH-64,AH-64DHA",H64,H64
,,,H64
,,,H64
,,,F15
,,,H64
,,,HAR
,,,F15
,,,DC93
,,,DC93
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas",C17,C17,C17
,,,F18H
,,,F18H
,,,F18H
,,,EXPL
,,,DC85
,,,DC85
Mcdonnell Douglas,"DC-8-62,DC-8-62F,DC-8-63,DC-8-63F",DC86,DC86
,,,DC87
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","DC-9-15F,DC-9-15,DC91",DC91,DC91
,,,DC92
Mcdonnell Douglas,"DC-9-32,DC-9-32F,DC-9-33F",DC93,DC93
,,,DC94
,,,DC95
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","DC10,DC-10-30,DC-10-40,DC-10-40F,DC-10-30F",DC10,DC10
,,,H500
,,,F15
,,,HAR
,,,EXPL
,,,EXPL
,,,DC10
Mcdonnell Douglas,F4D,F4,F4
,,,F4
Mcdonnell Douglas,"F-15B,F-15D",F15,F15
Mcdonnell Douglas,FA-18A,F18H,F18H
Mcdonnell Douglas,FA-18B,F18H,F18H
,,,F15
,,,F15
,,,F15
,,,C17
,,,HAWK
,,,HAR
,,,H64
,,,DC85
*,"KC-1,KC10",KC10,DC10
,,,DC10
,,,F4
,,,H500
,,,H64
,,,HAR
,,,DC10
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","MD-11F,MD-10-10F,MD-10-30F,MD11,MD-11,MD11",MD11,MD11
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","DC-9-81(MD-81),MD81",MD81,MD81
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","DC-9-83(MD-83),MD82",MD82,MD82
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","MD83,MD 83,DC-9-83,DC-9-82(MD-82),DC-9-83 (MD-83)",MD83,MD83
,,,F18H
,,,F18H
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","MD87,DC-9-87,DC-9-87 (MD-87)",MD87,MD87
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","MD88,MD-88",MD88,MD88
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas","MD-90-30,MD90",MD90,MD90
"Mcdonnell Douglas,Mcdonnell Douglas Aircraft Co,Mcdonnell Douglas Corporation,Mcdonnell-douglas,Douglas,Mcdonnell Douglas Heli Co,Mcdonnell Douglas Helicopter","369E,369FF,500-E",H500,H500
,,,H500
Mcdonnell Douglas Helicopter,500N,,H500
Mcdonnell Douglas Helicopter,520N,,MD52
,,,H500
,,,H500
,,,H500
,,,MD52
Mcdonnell Douglas Helicopter,600N,,MD60
